"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Assay Type";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL1960089";"A";"Protein binding in cell-culture media with 10% fetal calf serum at 3 uM";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1955811";"16249345";"10.1073/pnas.0502000102";"2005";"Proc. Natl. Acad. Sci. U.S.A.";"102";"16078";"16083";"";"";"";"";"";""
"CHEMBL3538510";"A";"Cellular uptake in HEK293 cells assessed as bovine OATP1A2-mediated drug uptake at 50 uM in presence of rifampicin";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL2027707";"A";"Binding affinity to serum proteins in fetal bovine serum at 1 mM";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL2021810";"22276998";"10.1021/jm201653u";"2012";"J. Med. Chem.";"55";"1500";"1510";"";"";"";"";"";""
"CHEMBL1067594";"A";"Apparent permeability in BBMEC assessed as membrane retention";"Bos taurus";"8";"8";"BAO_0000249";"cell membrane format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1157615";"20170117";"10.1021/jm901654x";"2010";"J. Med. Chem.";"53";"2354";"2363";"";"";"";"";"";""
"CHEMBL1045376";"A";"Stability in 20 % bovine serum assessed as 6-aminoquinoline formation after 24 hrs";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1156792";"20000418";"10.1021/jm901590f";"2010";"J. Med. Chem.";"53";"559";"572";"";"";"";"";"";""
"CHEMBL4408414";"A";"Binding affinity to bovine serum albumin assessed as binding constant incubated for 10 mins by UV-Vis absorption spectroscopic method";"Bos taurus";"12";"12";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4406827";"31421632";"10.1016/j.ejmech.2019.111592";"2019";"Eur J Med Chem";"182";"111592";"111592";"";"";"";"";"";""
"CHEMBL1291621";"A";"Cytotoxicity against BLMVEC assessed as cell viability at <=300 uM after 24 hrs by celltiter blue assay";"Bos taurus";"7";"7";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1287789";"21074423";"10.1016/j.bmcl.2010.10.085";"2010";"Bioorg. Med. Chem. Lett.";"20";"7269";"7273";"";"";"";"";"";""
"CHEMBL1921378";"A";"Binding affinity to bovine serum albumin assessed as stem-volmer quenching constant at pH 7.4 at 303K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL882505";"A";"Half-life of the conjugate when treated with 10% foetal bovine serum for enzymatic stability";"Bos taurus";"30";"30";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1141128";"16220989";"10.1021/jm050490b";"2005";"J. Med. Chem.";"48";"6741";"6749";"";"";"";"";"";""
"CHEMBL1921496";"A";"Binding affinity to bovine serum albumin assessed as binding constant at pH 7.4 at 293K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL4379056";"A";"Stability of compound assessed as bovine trypsin-mediated compound hydrolysis at 10 uM incubated for 30 mins by RP-HPLC analysis";"Bos taurus";"8";"8";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4376833";"31664827";"10.1021/acs.jmedchem.9b01344";"2019";"J Med Chem";"62";"10294";"10304";"";"";"";"";"";""
"CHEMBL665232";"A";"Logarithm of association constant for binding to poly [d(G-C)] by ethidium displacement method; ND means no data";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1123739";"3572974";"10.1021/jm00388a019";"1987";"J. Med. Chem.";"30";"855";"861";"";"";"";"";"";""
"CHEMBL980964";"A";"Stability in fetal calf serum assessed as compound degradation at 33 mM after 1 to 3 hrs";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1140065";"18729351";"10.1021/jm800503y";"2008";"J. Med. Chem.";"51";"5714";"5721";"";"";"";"";"";""
"CHEMBL1011410";"A";"Toxicity against bovine BAEC cells";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BAEC";"";"CHEMBL1139239";"19364656";"10.1016/j.bmc.2009.03.049";"2009";"Bioorg. Med. Chem.";"17";"3257";"3265";"";"";"";"";"";""
"CHEMBL4139970";"A";"Binding affinity to bovine serum albumin assessed as bathochromic shift at 4.2 x 10'-5 M in presence of irradiation at 420 nm for 5 mins by fluorescence spectrocopic method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4138121";"28633106";"10.1016/j.ejmech.2017.05.063";"2017";"Eur J Med Chem";"137";"558";"574";"";"";"";"";"";""
"CHEMBL2214605";"A";"Binding affinity to BSA at pH 7.4 by UV-vis absorption spectroscopic method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2203243";"22863183";"10.1016/j.ejmech.2012.07.015";"2012";"Eur. J. Med. Chem.";"55";"164";"175";"";"";"";"";"";""
"CHEMBL4180797";"A";"Binding affinity to calf thymus duplex DNA assessed as change in the intensities of negative band formation at 280 nm up to 10 uM in presence of Na+ by CD spectroscopic method";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL982483";"A";"Toxicity in Holstein bovine assessed as decreased milk yeild with clots and flakes in milk at 5X10'6 IU, intramammary dosed in right forequarter of mammary gland after morning milking by irritancy test";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Holstein";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL3279833";"A";"Binding affinity to bovine serum albumin assessed as intrinsic binding constant";"Bos taurus";"6";"6";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3272041";"576620";"10.1021/jm00213a022";"1977";"J. Med. Chem.";"20";"430";"439";"";"";"";"";"";""
"CHEMBL4419282";"A";"Half life in 10% fetal bovine serum at 50 ug/ml at 37 degC at pH 7.4";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Patent Bioactivity Data";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4419164";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL3538507";"A";"Cellular uptake in HEK293 cells assessed as bovine OATP1A2-mediated drug uptake at 50 nM in presence of taurocholate";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL3773151";"A";"Binding affinity to bovine beta-lactoglobulin at 290 K after 10 mins by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3769334";"26924214";"10.1016/j.bmc.2016.02.020";"2016";"Bioorg. Med. Chem.";"24";"1504";"1512";"";"";"";"";"";""
"CHEMBL3755101";"A";"Binding affinity to bovine serum albumin after 5 mins by sensorchip reverse surface plasmon resonance assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3751817";"26540494";"10.1016/j.ejmech.2015.10.027";"2015";"Eur. J. Med. Chem.";"106";"132";"143";"";"";"";"";"";""
"CHEMBL1026425";"A";"Cytotoxicity against BMEC by sulforhodamine B test";"Bos taurus";"14";"14";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"BMEC";"";"CHEMBL1140102";"18783207";"10.1021/jm8005004";"2008";"J. Med. Chem.";"51";"6211";"6215";"";"";"";"";"";""
"CHEMBL3375891";"A";"Drug metabolism in cattle serum assessed as peptide H-His-Asp-Phe-Phe-MePhe-Gly-Leu-Met-NH2 formation by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL3352625";"25247671";"10.1021/jm500771w";"2014";"J. Med. Chem.";"57";"8646";"8651";"";"";"";"";"";""
"CHEMBL1115772";"A";"Drug accumulation in BAEC in presence of MRP1/2 inhibitor Reversan by inductively coupled plasma spectrometry relative to untreated control";"Bos taurus";"3";"3";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559721";"Plasma";"BAEC";"";"CHEMBL1154322";"19788237";"10.1021/jm9008339";"2009";"J. Med. Chem.";"52";"6209";"6216";"";"";"";"";"";""
"CHEMBL1837808";"A";"Binding affinity to bovine serum albumin at 1 to 100 uM at pH 7.4 by fluorescence spectroscopy";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1833796";"21777996";"10.1016/j.ejmech.2011.07.005";"2011";"Eur. J. Med. Chem.";"46";"4344";"4353";"";"";"";"";"";""
"CHEMBL1921658";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of proline";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL4253669";"A";"Stability in bovine serum assessed as parent pure compound remaining at 1 mg measured within 10 days by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4251602";"29247859";"10.1016/j.ejmech.2017.12.016";"2018";"Eur J Med Chem";"144";"41";"51";"";"";"";"";"";""
"CHEMBL1837810";"A";"Effect on secondary structure of bovine serum albumin assessed as beta antiparallel content at 0.5 uM at pH 7.4 by circular dichroism method (Rvb = 3 %)";"Bos taurus";"3";"3";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1833796";"21777996";"10.1016/j.ejmech.2011.07.005";"2011";"Eur. J. Med. Chem.";"46";"4344";"4353";"";"";"";"";"";""
"CHEMBL1948384";"A";"Induction of phospholipidosis in bovine corneal fibroblasts assessed as lamellar inclusion bodies at 7.5 uM after 72 hrs by light microscopy";"Bos taurus";"1";"1";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638190";"Cornea";"Corneal fibroblast";"";"CHEMBL1944531";"22122484";"10.1021/jm201082a";"2012";"J. Med. Chem.";"55";"126";"139";"";"";"";"";"";""
"CHEMBL1921648";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of Ca2+ cations";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL2412754";"A";"Cytotoxicity against MDBK cells after 72 hrs by MTS assay";"Bos taurus";"8";"8";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL2407084";"23582447";"10.1016/j.bmc.2013.03.014";"2013";"Bioorg. Med. Chem.";"21";"4831";"4838";"";"";"";"";"";""
"CHEMBL2161929";"A";"Induction of DNA degradation in calf thymus DNA at 2 mM after 2 hrs by PCI extraction-based spectrophotometric analysis in presence of HRP and H2O2";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2157959";"22115837";"10.1016/j.bmc.2011.10.075";"2012";"Bioorg. Med. Chem.";"20";"340";"345";"";"";"";"";"";""
"CHEMBL1045374";"A";"Stability in 20 % bovine serum assessed as 6-aminoquinoline formation after 2 hrs";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1156792";"20000418";"10.1021/jm901590f";"2010";"J. Med. Chem.";"53";"559";"572";"";"";"";"";"";""
"CHEMBL1921507";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of Mg2+ cations";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL2161806";"A";"Induction of DNA degradation in calf thymus DNA at 0.5 mM after 1 hr by agarose gel electrophoresis in presence of HRP and H2O2";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2157959";"22115837";"10.1016/j.bmc.2011.10.075";"2012";"Bioorg. Med. Chem.";"20";"340";"345";"";"";"";"";"";""
"CHEMBL3279834";"A";"Binding affinity to bovine serum albumin high affinity site by circular dichroic probe technique";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3272041";"576620";"10.1021/jm00213a022";"1977";"J. Med. Chem.";"20";"430";"439";"";"";"";"";"";""
"CHEMBL987246";"A";"Binding affinity to bovine serum albumin by fluorescence spectroscopy";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1158178";"18166247";"10.1016/j.ejmech.2007.11.006";"2008";"Eur. J. Med. Chem.";"43";"2140";"2148";"";"";"";"";"";""
"CHEMBL4376180";"A";"Stability in cell culture medium containing 10% fetal bovine serum at 200 uM at 37 degC measured after 6 hrs by LC-MS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4373723";"31429553";"10.1021/acs.jmedchem.9b00500";"2019";"J Med Chem";"62";"7739";"7750";"";"";"";"";"";""
"CHEMBL1921379";"A";"Binding affinity to bovine serum albumin assessed as quenching constant at pH 7.4 at 303K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL1921652";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of PO42+ anions";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL639450";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using poly(dA-dC).poly(dG-dT) at 0.05 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL1042879";"A";"Apparent passive permeability from luminal to abluminal side of BBMEC at 10 uM up to 1.5 hrs";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1156035";"19728715";"10.1021/jm900254k";"2009";"J. Med. Chem.";"52";"7537";"7543";"";"";"";"";"";""
"CHEMBL3365854";"A";"Competitive binding affinity to bovine serum albumin site 2 assessed as quenching constant after 10 mins by fluorimetric titration method in presence of ibuprofen";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3351529";"24953952";"10.1016/j.bmc.2014.05.069";"2014";"Bioorg. Med. Chem.";"22";"4018";"4027";"";"";"";"";"";""
